Institution,Fiscal Year,Study Level,Gender Group,HEADCOUNT
UOF,2024-2025,Undergraduate,Female,202
UOF,2024-2025,Undergraduate,Male,105
UOF,2024-2025,Undergraduate,N/A or Another,10
Waterloo,2012-2013,Undergraduate,Female,"12,409"
Waterloo,2012-2013,Undergraduate,Male,"15,940"
Waterloo,2012-2013,Graduate,Female,"1,435"
Waterloo,2012-2013,Graduate,Male,"2,403"
Waterloo,2013-2014,Undergraduate,Female,"12,863"
Waterloo,2013-2014,Undergraduate,Male,"16,243"
Waterloo,2013-2014,Graduate,Female,"1,551"
Waterloo,2013-2014,Graduate,Male,"2,409"
Waterloo,2014-2015,Undergraduate,Female,"13,215"
Waterloo,2014-2015,Undergraduate,Male,"16,345"
Waterloo,2014-2015,Graduate,Female,"1,580"
Waterloo,2014-2015,Graduate,Male,"2,383"
Waterloo,2015-2016,Undergraduate,Female,"13,647"
Waterloo,2015-2016,Undergraduate,Male,"16,267"
Waterloo,2015-2016,Graduate,Female,"1,628"
Waterloo,2015-2016,Graduate,Male,"2,420"
Waterloo,2016-2017,Undergraduate,Female,"14,314"
Waterloo,2016-2017,Undergraduate,Male,"16,596"
Waterloo,2016-2017,Undergraduate,N/A or Another,0
Waterloo,2016-2017,Graduate,Female,"1,752"
Waterloo,2016-2017,Graduate,Male,"2,457"
Waterloo,2017-2018,Undergraduate,Female,"14,919"
Waterloo,2017-2018,Undergraduate,Male,"16,831"
Waterloo,2017-2018,Undergraduate,N/A or Another,29
Waterloo,2017-2018,Graduate,Female,"1,848"
Waterloo,2017-2018,Graduate,Male,"2,650"
Waterloo,2017-2018,Graduate,N/A or Another,*
Waterloo,2018-2019,Undergraduate,Female,"15,433"
Waterloo,2018-2019,Undergraduate,Male,"16,936"
Waterloo,2018-2019,Undergraduate,N/A or Another,149
Waterloo,2018-2019,Graduate,Female,"1,877"
Waterloo,2018-2019,Graduate,Male,"2,627"
Waterloo,2018-2019,Graduate,N/A or Another,66
Waterloo,2019-2020,Undergraduate,Female,"15,769"
Waterloo,2019-2020,Undergraduate,Male,"17,160"
Waterloo,2019-2020,Undergraduate,N/A or Another,273
Waterloo,2019-2020,Graduate,Female,"1,910"
Waterloo,2019-2020,Graduate,Male,"2,646"
Waterloo,2019-2020,Graduate,N/A or Another,183
Waterloo,2020-2021,Undergraduate,Female,"16,024"
Waterloo,2020-2021,Undergraduate,Male,"17,833"
Waterloo,2020-2021,Undergraduate,N/A or Another,367
Waterloo,2020-2021,Graduate,Female,"1,970"
Waterloo,2020-2021,Graduate,Male,"2,498"
Waterloo,2020-2021,Graduate,N/A or Another,248
Waterloo,2021-2022,Undergraduate,Female,"16,166"
Waterloo,2021-2022,Undergraduate,Male,"17,903"
Waterloo,2021-2022,Undergraduate,N/A or Another,439
Waterloo,2021-2022,Graduate,Female,"2,038"
Waterloo,2021-2022,Graduate,Male,"2,608"
Waterloo,2021-2022,Graduate,N/A or Another,310
Waterloo,2022-2023,Undergraduate,Female,"16,092"
Waterloo,2022-2023,Undergraduate,Male,"17,889"
Waterloo,2022-2023,Undergraduate,N/A or Another,419
Waterloo,2022-2023,Graduate,Female,"1,996"
Waterloo,2022-2023,Graduate,Male,"2,437"
Waterloo,2022-2023,Graduate,N/A or Another,208
Waterloo,2023-2024,Undergraduate,Female,"16,208"
Waterloo,2023-2024,Undergraduate,Male,"17,762"
Waterloo,2023-2024,Undergraduate,N/A or Another,491
Waterloo,2023-2024,Graduate,Female,"1,927"
Waterloo,2023-2024,Graduate,Male,"2,495"
Waterloo,2023-2024,Graduate,N/A or Another,132
Waterloo,2024-2025,Undergraduate,Female,15981
Waterloo,2024-2025,Undergraduate,Male,17623
Waterloo,2024-2025,Undergraduate,N/A or Another,544
Waterloo,2024-2025,Graduate,Female,1955
Waterloo,2024-2025,Graduate,Male,2410
Waterloo,2024-2025,Graduate,N/A or Another,109
Western,2012-2013,Undergraduate,Female,"15,917"
Western,2012-2013,Undergraduate,Male,"12,728"
Western,2012-2013,Undergraduate,N/A or Another,0
Western,2012-2013,Graduate,Female,"2,482"
Western,2012-2013,Graduate,Male,"2,359"
Western,2013-2014,Undergraduate,Female,"16,177"
Western,2013-2014,Undergraduate,Male,"12,770"
Western,2013-2014,Graduate,Female,"2,627"
Western,2013-2014,Graduate,Male,"2,438"
Western,2013-2014,Graduate,N/A or Another,0
Western,2014-2015,Undergraduate,Female,"16,282"
Western,2014-2015,Undergraduate,Male,"12,873"
Western,2014-2015,Undergraduate,N/A or Another,0
Western,2014-2015,Graduate,Female,"2,821"
Western,2014-2015,Graduate,Male,"2,467"
Western,2014-2015,Graduate,N/A or Another,0
Western,2015-2016,Undergraduate,Female,"16,224"
Western,2015-2016,Undergraduate,Male,"12,637"
Western,2015-2016,Graduate,Female,"2,908"
Western,2015-2016,Graduate,Male,"2,528"
Western,2016-2017,Undergraduate,Female,"16,885"
Western,2016-2017,Undergraduate,Male,"12,798"
Western,2016-2017,Graduate,Female,"3,033"
Western,2016-2017,Graduate,Male,"2,572"
Western,2017-2018,Undergraduate,Female,"17,079"
Western,2017-2018,Undergraduate,Male,"12,718"
Western,2017-2018,Undergraduate,N/A or Another,*
Western,2017-2018,Graduate,Female,"3,324"
Western,2017-2018,Graduate,Male,"2,704"
Western,2018-2019,Undergraduate,Female,"17,417"
Western,2018-2019,Undergraduate,Male,"12,942"
Western,2018-2019,Undergraduate,N/A or Another,10
Western,2018-2019,Graduate,Female,"3,443"
Western,2018-2019,Graduate,Male,"2,563"
Western,2018-2019,Graduate,N/A or Another,*
Western,2019-2020,Undergraduate,Female,"17,870"
Western,2019-2020,Undergraduate,Male,"13,073"
Western,2019-2020,Undergraduate,N/A or Another,14
Western,2019-2020,Graduate,Female,"3,595"
Western,2019-2020,Graduate,Male,"2,677"
Western,2019-2020,Graduate,N/A or Another,*
Western,2020-2021,Undergraduate,Female,"18,514"
Western,2020-2021,Undergraduate,Male,"13,495"
Western,2020-2021,Undergraduate,N/A or Another,123
Western,2020-2021,Graduate,Female,"3,641"
Western,2020-2021,Graduate,Male,"2,546"
Western,2020-2021,Graduate,N/A or Another,25
Western,2021-2022,Undergraduate,Female,"18,918"
Western,2021-2022,Undergraduate,Male,"13,864"
Western,2021-2022,Undergraduate,N/A or Another,334
Western,2021-2022,Graduate,Female,"3,959"
Western,2021-2022,Graduate,Male,"2,791"
Western,2021-2022,Graduate,N/A or Another,63
Western,2022-2023,Undergraduate,Female,"19,039"
Western,2022-2023,Undergraduate,Male,"14,525"
Western,2022-2023,Undergraduate,N/A or Another,511
Western,2022-2023,Graduate,Female,"3,889"
Western,2022-2023,Graduate,Male,"2,777"
Western,2022-2023,Graduate,N/A or Another,86
Western,2023-2024,Undergraduate,Female,"19,326"
Western,2023-2024,Undergraduate,Male,"15,193"
Western,2023-2024,Undergraduate,N/A or Another,676
Western,2023-2024,Graduate,Female,"4,049"
Western,2023-2024,Graduate,Male,"2,801"
Western,2023-2024,Graduate,N/A or Another,103
Western,2024-2025,Undergraduate,Female,19484
Western,2024-2025,Undergraduate,Male,15446
Western,2024-2025,Undergraduate,N/A or Another,757
Western,2024-2025,Graduate,Female,4334
Western,2024-2025,Graduate,Male,2816
Western,2024-2025,Graduate,N/A or Another,141
Wilfrid Laurier,2012-2013,Undergraduate,Female,"8,858"
Wilfrid Laurier,2012-2013,Undergraduate,Male,"6,414"
Wilfrid Laurier,2012-2013,Graduate,Female,578
Wilfrid Laurier,2012-2013,Graduate,Male,353
Wilfrid Laurier,2013-2014,Undergraduate,Female,"8,920"
Wilfrid Laurier,2013-2014,Undergraduate,Male,"6,596"
Wilfrid Laurier,2013-2014,Graduate,Female,602
Wilfrid Laurier,2013-2014,Graduate,Male,377
Wilfrid Laurier,2014-2015,Undergraduate,Female,"8,609"
Wilfrid Laurier,2014-2015,Undergraduate,Male,"6,486"
Wilfrid Laurier,2014-2015,Graduate,Female,595
Wilfrid Laurier,2014-2015,Graduate,Male,355
Wilfrid Laurier,2015-2016,Undergraduate,Female,"8,363"
Wilfrid Laurier,2015-2016,Undergraduate,Male,"6,476"
Wilfrid Laurier,2015-2016,Graduate,Female,639
Wilfrid Laurier,2015-2016,Graduate,Male,351
Wilfrid Laurier,2016-2017,Undergraduate,Female,"8,474"
Wilfrid Laurier,2016-2017,Undergraduate,Male,"6,399"
Wilfrid Laurier,2016-2017,Graduate,Female,650
Wilfrid Laurier,2016-2017,Graduate,Male,328
Wilfrid Laurier,2017-2018,Undergraduate,Female,"8,613"
Wilfrid Laurier,2017-2018,Undergraduate,Male,"6,631"
Wilfrid Laurier,2017-2018,Graduate,Female,733
Wilfrid Laurier,2017-2018,Graduate,Male,437
Wilfrid Laurier,2018-2019,Undergraduate,Female,"8,591"
Wilfrid Laurier,2018-2019,Undergraduate,Male,"6,653"
Wilfrid Laurier,2018-2019,Graduate,Female,767
Wilfrid Laurier,2018-2019,Graduate,Male,448
Wilfrid Laurier,2019-2020,Undergraduate,Female,"8,779"
Wilfrid Laurier,2019-2020,Undergraduate,Male,"6,860"
Wilfrid Laurier,2019-2020,Graduate,Female,710
Wilfrid Laurier,2019-2020,Graduate,Male,453
Wilfrid Laurier,2020-2021,Undergraduate,Female,"8,777"
Wilfrid Laurier,2020-2021,Undergraduate,Male,"7,106"
Wilfrid Laurier,2020-2021,Graduate,Female,724
Wilfrid Laurier,2020-2021,Graduate,Male,451
Wilfrid Laurier,2021-2022,Undergraduate,Female,"8,921"
Wilfrid Laurier,2021-2022,Undergraduate,Male,"7,618"
Wilfrid Laurier,2021-2022,Graduate,Female,768
Wilfrid Laurier,2021-2022,Graduate,Male,432
Wilfrid Laurier,2021-2022,Graduate,N/A or Another,*
Wilfrid Laurier,2022-2023,Undergraduate,Female,"8,829"
Wilfrid Laurier,2022-2023,Undergraduate,Male,"7,751"
Wilfrid Laurier,2022-2023,Undergraduate,N/A or Another,103
Wilfrid Laurier,2022-2023,Graduate,Female,714
Wilfrid Laurier,2022-2023,Graduate,Male,396
Wilfrid Laurier,2022-2023,Graduate,N/A or Another,17
Wilfrid Laurier,2023-2024,Undergraduate,Female,"8,831"
Wilfrid Laurier,2023-2024,Undergraduate,Male,"7,867"
Wilfrid Laurier,2023-2024,Undergraduate,N/A or Another,151
Wilfrid Laurier,2023-2024,Graduate,Female,757
Wilfrid Laurier,2023-2024,Graduate,Male,459
Wilfrid Laurier,2023-2024,Graduate,N/A or Another,21
Wilfrid Laurier,2024-2025,Undergraduate,Female,9065
Wilfrid Laurier,2024-2025,Undergraduate,Male,8267
Wilfrid Laurier,2024-2025,Undergraduate,N/A or Another,306
Wilfrid Laurier,2024-2025,Graduate,Female,864
Wilfrid Laurier,2024-2025,Graduate,Male,521
Wilfrid Laurier,2024-2025,Graduate,N/A or Another,33
Windsor,2012-2013,Undergraduate,Female,"6,353"
Windsor,2012-2013,Undergraduate,Male,"5,451"
Windsor,2012-2013,Graduate,Female,962
Windsor,2012-2013,Graduate,Male,944
Windsor,2013-2014,Undergraduate,Female,"6,323"
Windsor,2013-2014,Undergraduate,Male,"5,479"
Windsor,2013-2014,Graduate,Female,"1,121"
Windsor,2013-2014,Graduate,Male,"1,180"
Windsor,2014-2015,Undergraduate,Female,"6,186"
Windsor,2014-2015,Undergraduate,Male,"5,403"
Windsor,2014-2015,Graduate,Female,"1,206"
Windsor,2014-2015,Graduate,Male,"1,233"
Windsor,2015-2016,Undergraduate,Female,"5,794"
Windsor,2015-2016,Undergraduate,Male,"5,088"
Windsor,2015-2016,Graduate,Female,"1,336"
Windsor,2015-2016,Graduate,Male,"1,342"
Windsor,2016-2017,Undergraduate,Female,"5,609"
Windsor,2016-2017,Undergraduate,Male,"4,950"
Windsor,2016-2017,Undergraduate,N/A or Another,*
Windsor,2016-2017,Graduate,Female,"1,459"
Windsor,2016-2017,Graduate,Male,"1,585"
Windsor,2016-2017,Graduate,N/A or Another,*
Windsor,2017-2018,Undergraduate,Female,"5,643"
Windsor,2017-2018,Undergraduate,Male,"4,783"
Windsor,2017-2018,Undergraduate,N/A or Another,116
Windsor,2017-2018,Graduate,Female,"1,508"
Windsor,2017-2018,Graduate,Male,"1,958"
Windsor,2017-2018,Graduate,N/A or Another,70
Windsor,2018-2019,Undergraduate,Female,"5,674"
Windsor,2018-2019,Undergraduate,Male,"4,673"
Windsor,2018-2019,Undergraduate,N/A or Another,225
Windsor,2018-2019,Graduate,Female,"1,570"
Windsor,2018-2019,Graduate,Male,"2,219"
Windsor,2018-2019,Graduate,N/A or Another,145
Windsor,2019-2020,Undergraduate,Female,"5,788"
Windsor,2019-2020,Undergraduate,Male,"4,592"
Windsor,2019-2020,Undergraduate,N/A or Another,336
Windsor,2019-2020,Graduate,Female,"1,691"
Windsor,2019-2020,Graduate,Male,"2,211"
Windsor,2019-2020,Graduate,N/A or Another,151
Windsor,2020-2021,Undergraduate,Female,"5,863"
Windsor,2020-2021,Undergraduate,Male,"4,545"
Windsor,2020-2021,Undergraduate,N/A or Another,364
Windsor,2020-2021,Graduate,Female,"1,759"
Windsor,2020-2021,Graduate,Male,"2,472"
Windsor,2020-2021,Graduate,N/A or Another,73
Windsor,2021-2022,Undergraduate,Female,"5,855"
Windsor,2021-2022,Undergraduate,Male,"4,382"
Windsor,2021-2022,Undergraduate,N/A or Another,354
Windsor,2021-2022,Graduate,Female,"2,033"
Windsor,2021-2022,Graduate,Male,"2,861"
Windsor,2021-2022,Graduate,N/A or Another,31
Windsor,2022-2023,Undergraduate,Female,"5,695"
Windsor,2022-2023,Undergraduate,Male,"4,203"
Windsor,2022-2023,Undergraduate,N/A or Another,298
Windsor,2022-2023,Graduate,Female,"2,215"
Windsor,2022-2023,Graduate,Male,"3,521"
Windsor,2022-2023,Graduate,N/A or Another,19
Windsor,2023-2024,Undergraduate,Female,"5,767"
Windsor,2023-2024,Undergraduate,Male,"4,409"
Windsor,2023-2024,Undergraduate,N/A or Another,322
Windsor,2023-2024,Graduate,Female,"2,263"
Windsor,2023-2024,Graduate,Male,"3,574"
Windsor,2023-2024,Graduate,N/A or Another,31
Windsor,2024-2025,Undergraduate,Female,5959
Windsor,2024-2025,Undergraduate,Male,4473
Windsor,2024-2025,Undergraduate,N/A or Another,316
Windsor,2024-2025,Graduate,Female,2096
Windsor,2024-2025,Graduate,Male,2532
Windsor,2024-2025,Graduate,N/A or Another,46
York,2012-2013,Undergraduate,Female,"24,361"
York,2012-2013,Undergraduate,Male,"16,886"
York,2012-2013,Graduate,Female,"2,194"
York,2012-2013,Graduate,Male,"1,723"
York,2013-2014,Undergraduate,Female,"23,942"
York,2013-2014,Undergraduate,Male,"16,957"
York,2013-2014,Undergraduate,N/A or Another,*
York,2013-2014,Graduate,Female,"2,201"
York,2013-2014,Graduate,Male,"1,733"
York,2013-2014,Graduate,N/A or Another,*
York,2014-2015,Undergraduate,Female,"23,244"
York,2014-2015,Undergraduate,Male,"16,451"
York,2014-2015,Undergraduate,N/A or Another,*
York,2014-2015,Graduate,Female,"2,241"
York,2014-2015,Graduate,Male,"1,795"
York,2015-2016,Undergraduate,Female,"22,941"
York,2015-2016,Undergraduate,Male,"16,662"
York,2015-2016,Undergraduate,N/A or Another,*
York,2015-2016,Graduate,Female,"2,297"
York,2015-2016,Graduate,Male,"1,778"
York,2015-2016,Graduate,N/A or Another,*
York,2016-2017,Undergraduate,Female,"22,822"
York,2016-2017,Undergraduate,Male,"16,797"
York,2016-2017,Undergraduate,N/A or Another,19
York,2016-2017,Graduate,Female,"2,332"
York,2016-2017,Graduate,Male,"1,768"
York,2016-2017,Graduate,N/A or Another,*
York,2017-2018,Undergraduate,Female,"23,573"
York,2017-2018,Undergraduate,Male,"17,461"
York,2017-2018,Undergraduate,N/A or Another,186
York,2017-2018,Graduate,Female,"2,381"
York,2017-2018,Graduate,Male,"1,850"
York,2017-2018,Graduate,N/A or Another,*
York,2018-2019,Undergraduate,Female,"24,238"
York,2018-2019,Undergraduate,Male,"18,279"
York,2018-2019,Undergraduate,N/A or Another,459
York,2018-2019,Graduate,Female,"2,508"
York,2018-2019,Graduate,Male,"1,892"
York,2018-2019,Graduate,N/A or Another,21
York,2019-2020,Undergraduate,Female,"23,846"
York,2019-2020,Undergraduate,Male,"18,609"
York,2019-2020,Undergraduate,N/A or Another,586
York,2019-2020,Graduate,Female,"2,511"
York,2019-2020,Graduate,Male,"1,957"
York,2019-2020,Graduate,N/A or Another,31
York,2020-2021,Undergraduate,Female,"23,652"
York,2020-2021,Undergraduate,Male,"18,414"
York,2020-2021,Undergraduate,N/A or Another,784
York,2020-2021,Graduate,Female,"2,572"
York,2020-2021,Graduate,Male,"1,991"
York,2020-2021,Graduate,N/A or Another,39
York,2021-2022,Undergraduate,Female,"22,675"
York,2021-2022,Undergraduate,Male,"18,127"
York,2021-2022,Undergraduate,N/A or Another,865
York,2021-2022,Graduate,Female,"2,612"
York,2021-2022,Graduate,Male,"1,994"
York,2021-2022,Graduate,N/A or Another,62
York,2022-2023,Undergraduate,Female,"21,901"
York,2022-2023,Undergraduate,Male,"17,515"
York,2022-2023,Undergraduate,N/A or Another,840
York,2022-2023,Graduate,Female,"2,603"
York,2022-2023,Graduate,Male,"1,908"
York,2022-2023,Graduate,N/A or Another,71
York,2023-2024,Undergraduate,Female,"22,300"
York,2023-2024,Undergraduate,Male,"17,833"
York,2023-2024,Undergraduate,N/A or Another,915
York,2023-2024,Graduate,Female,"2,641"
York,2023-2024,Graduate,Male,"1,958"
York,2023-2024,Graduate,N/A or Another,83
York,2024-2025,Undergraduate,Female,22116
York,2024-2025,Undergraduate,Male,17800
York,2024-2025,Undergraduate,N/A or Another,989
York,2024-2025,Graduate,Female,2652
York,2024-2025,Graduate,Male,1916
York,2024-2025,Graduate,N/A or Another,83
